stop_id,ticket_amount,ticket_status
55773,45,challenged
119884,35,overdue
152308,65,paid
107922,40,paid
60625,50,challenged
189884,35,overdue
4,50,overdue
34257,45,paid
107082,85,50,overdue
158197,40,overdue
165428,50,overdue
45711,60,overdue
149684,35,overdue
135381,40,paid
174414,60,challenged
133235,28,overdue
92434,55,50,paid
175120,65,50,overdue
92974,50,paid
2795,30,overdue
80442,40,overdue
56898,42,overdue
197258,45,50,paid
187190,75,50,overdue
70883,45,overdue
91156,45,overdue
4818,55,paid
35807,40,paid
111817,30,overdue
14743,55,50,paid
18805,35,overdue
145936,49,overdue
54764,32,overdue
62535,38,overdue
97709,75,overdue
202231,34,overdue
191280,50,overdue
90493,35,paid
42476,50,overdue
77975,41,overdue
151194,75,50,paid
191137,45,50,paid
14967,45,overdue
91798,26,overdue
192649,35,overdue
82524,54,overdue
62313,80,overdue
165008,55,50,paid
164903,30,50,overdue
185061,45,50,paid
82926,50,paid
88595,70,paid
51385,55,paid
182656,55,50,paid
91424,85,overdue
50950,50,overdue
180513,70,paid
12977,75,challenged
86260,70,challenged
198827,57,overdue
56801,70,paid
41366,45,overdue
189953,70,50,overdue
180887,40,50,pending
124039,60,pending
85971,50,paid
187697,30,50,overdue
113011,45,challenged
79773,40,paid
5171,30,overdue
65798,70,50,challenged
195573,40,paid
8914,26,50,overdue
199004,25,overdue
14301,60,overdue
110218,55,overdue
42208,45,pending
118372,65,overdue
141161,39,overdue
181810,11,overdue
160020,30,50,paid
97975,50,50,paid
67232,30,paid
174348,80,overdue
197026,75,50,overdue
100393,30,paid
88463,45,paid
65263,30,overdue
65470,35,overdue
64837,50,50,paid
115381,40,paid
156563,45,paid
84565,46,50,overdue
81180,75,50,overdue
72535,20,overdue
44091,50,overdue
16769,30,paid
13746,35,50,overdue
5844,40,overdue
164505,50,overdue
166988,45,overdue
138266,25,overdue
163631,35,50,paid
13409,50,overdue
170879,45,50,paid
198203,45,paid
12586,45,paid
165236,30,paid
166601,40,50,paid
45150,48,overdue
184072,41,overdue
136088,35,overdue
73425,40,overdue
55425,95,overdue
75060,75,paid
167502,65,overdue
120090,75,overdue
14247,35,overdue
186983,50,challenged
60821,40,paid
166442,60,overdue
184221,45,50,overdue
113798,75,challenged
138837,60,overdue
111022,90,paid
158132,25,paid
131806,60,overdue
149481,25,paid
159269,55,paid
128044,27,overdue
42150,45,overdue
79494,50,paid
151781,31,50,overdue
60141,65,paid
174034,45,paid
120185,50,50,pending
198613,50,paid
81374,40,paid
117908,49,overdue
68390,45,50,paid
45777,35,overdue
100812,28,50,overdue
30119,75,50,paid
193131,18,overdue
35279,55,challenged
59398,45,overdue
33200,40,overdue
187581,37,overdue
66816,35,50,paid
125383,40,paid
41352,40,paid
129305,35,overdue
4105,65,pending
174295,35,challenged
100806,95,paid
85134,100,pending
130183,40,overdue
86988,70,paid
109421,50,overdue
28420,65,pending
7035,30,overdue
77123,50,overdue
50323,30,overdue
75719,45,50,paid
65782,25,paid
58240,30,paid
60482,35,paid
12805,40,overdue
96588,32,overdue
137990,70,overdue
18071,40,overdue
79216,40,paid
3078,60,paid
15442,57,overdue
76329,50,paid
178755,40,paid
39593,45,50,paid
164095,40,pending
22358,35,challenged
130846,70,50,paid
15557,45,50,paid
25694,45,paid
8075,40,50,overdue
178908,50,paid
184547,50,overdue
113941,35,paid
183081,65,overdue
69337,30,overdue
27835,55,paid
12672,40,overdue
123343,45,overdue
106789,35,overdue
36177,60,50,paid
180011,31,overdue
100024,45,paid
153925,50,overdue
66141,21,overdue
56703,35,overdue
18721,70,overdue
79984,65,overdue
118147,55,paid
113092,45,overdue
88588,30,50,overdue
55222,55,paid
51425,24,50,overdue
118097,32,overdue
43506,55,paid
140410,60,pending
128981,55,50,overdue
108106,55,paid
34747,65,paid
189041,43,overdue
200950,36,50,overdue
38995,55,challenged
132520,35,paid
89325,40,overdue
54898,40,paid
98150,35,50,challenged
138359,45,pending
78320,50,50,pending
24194,22,50,overdue
177710,65,paid
93507,65,overdue
33956,45,challenged
69353,24,overdue
135360,32,overdue
33587,40,paid
138938,45,overdue
51399,85,50,overdue
163749,50,50,overdue
137983,25,pending
33262,42,overdue
184455,20,pending
183580,50,paid
116718,45,overdue
101815,60,paid
9067,55,overdue
81954,45,paid
83395,35,overdue
962,55,paid
103952,35,overdue
17618,60,paid
22568,75,overdue
20848,35,challenged
164559,45,overdue
72372,60,paid
53196,20,paid
166427,25,paid
127740,22,overdue
117240,36,overdue
41246,55,challenged
91667,40,overdue
109363,85,paid
121278,45,paid
8225,75,overdue
22335,40,overdue
98823,35,overdue
92442,52,overdue
11905,45,overdue
149638,85,overdue
84216,50,50,challenged
39355,55,paid
127760,35,overdue
188801,45,50,paid
48134,31,overdue
128640,60,overdue
97214,20,50,overdue
195564,42,overdue
926,46,overdue
182953,50,overdue
76032,35,paid
188585,65,paid
157666,18,overdue
136334,40,overdue
118746,50,50,pending
23850,65,overdue
194404,40,50,overdue
186283,29,overdue
155756,63,50,overdue
158275,60,overdue
187321,60,paid
107583,45,pending
123306,45,paid
47471,34,overdue
151067,30,challenged
188895,85,challenged
115902,35,overdue
55603,40,50,overdue
38854,25,paid
89058,60,overdue
150645,90,50,overdue
196248,45,50,paid
3903,40,overdue
30148,55,overdue
37847,20,overdue
135800,20,50,overdue
165370,45,50,overdue
170717,21,overdue
166422,30,50,overdue
87471,60,challenged
4482,50,overdue
139775,35,paid
153776,60,paid
28227,30,overdue
40958,20,50,paid
12365,30,overdue
47712,46,overdue
149291,45,overdue
150113,40,challenged
121238,80,overdue
52493,30,50,overdue
25237,50,challenged
132786,45,overdue
43377,35,50,overdue
57164,60,overdue
131618,30,overdue
91690,65,paid
35202,30,paid
133189,46,overdue
107511,35,paid
34820,34,overdue
25876,40,paid
120845,60,overdue
28619,30,overdue
93952,75,overdue
186454,65,overdue
152303,45,paid
58092,40,paid
189784,40,overdue
122415,55,50,challenged
66746,40,paid
119980,45,overdue
201863,60,paid
15588,65,overdue
69130,75,50,paid
37026,70,overdue
43683,45,challenged
5213,40,paid
57958,45,overdue
4750,45,overdue
102526,43,50,overdue
101101,50,pending
181181,35,overdue
129087,24,overdue
26047,50,50,overdue
17093,75,50,overdue
38397,45,overdue
99575,45,overdue
160428,65,paid
141174,35,50,overdue
154489,50,paid
9443,21,overdue
68107,40,50,overdue
159362,65,paid
176248,35,overdue
100986,20,overdue
110134,50,paid
186439,45,overdue
161183,45,overdue
30956,55,paid
11196,13,50,overdue
98015,34,overdue
29642,60,challenged
190096,25,challenged
13095,45,overdue
111313,40,paid
65538,45,challenged
158596,50,overdue
142391,80,paid
133814,65,overdue
157426,60,overdue
89431,30,overdue
192584,55,50,challenged
157594,75,challenged
98670,60,overdue
165183,65,challenged
62223,41,overdue
88676,55,50,paid
19149,25,paid
200638,60,50,overdue
113057,45,paid
71689,45,overdue
147711,44,overdue
151937,85,paid
11155,60,50,paid
102871,45,overdue
199268,55,50,overdue
54980,70,paid
118192,60,paid
140933,40,overdue
141301,75,50,overdue
91898,55,50,paid
40388,60,overdue
16488,70,paid
91413,50,challenged
110307,21,50,overdue
1660,28,overdue
110154,60,overdue
201299,35,50,paid
79150,30,paid
18568,65,50,paid
145827,45,paid
131119,75,50,overdue
82414,35,overdue
182638,45,50,overdue
60183,65,paid
162501,45,50,paid
149589,24,50,overdue
160256,35,50,paid
44364,45,overdue
1018,60,overdue
196629,35,overdue
151169,25,paid
42272,85,paid
125521,45,challenged
139986,45,overdue
112098,80,50,paid
178543,95,paid
9834,45,overdue
152297,36,overdue
130538,35,50,overdue
90574,41,overdue
103679,60,overdue
103408,30,50,paid
29589,24,overdue
95552,35,50,paid
51238,35,overdue
140236,40,50,paid
103704,25,overdue
9135,22,50,overdue
39531,55,overdue
68785,60,50,overdue
193078,30,overdue
127544,55,paid
79886,50,paid
176124,60,paid
144057,65,50,challenged
148211,29,overdue
39577,38,overdue
54210,45,paid
29180,40,overdue
100518,35,pending
37686,20,paid
7230,70,overdue
896,45,paid
119784,69,overdue
48908,45,challenged
128425,20,paid
178265,54,overdue
60289,25,paid
31060,55,overdue
72244,35,overdue
30137,50,50,pending
187971,45,paid
101613,95,paid
104089,26,overdue
16894,40,paid
108758,35,50,challenged
166143,35,50,overdue
137211,45,50,overdue
37376,30,paid
121102,30,50,overdue
192105,18,50,overdue
162326,50,overdue
21432,25,challenged
20588,35,pending
88712,30,pending
10604,45,paid
22942,40,50,overdue
93041,30,50,paid
85976,50,paid
179554,65,paid
71110,25,overdue
37666,50,paid
127610,50,50,pending
55350,30,overdue
55908,50,paid
175102,45,overdue
12316,70,challenged
177921,100,paid
118672,40,paid
171653,30,paid
186979,30,overdue
91531,75,overdue
58620,24,50,overdue
169956,63,50,overdue
117657,70,50,overdue
67085,54,50,overdue
146405,40,overdue
178421,50,challenged
160496,35,paid
29658,55,overdue
172172,55,paid
163962,45,50,overdue
100508,45,overdue
4748,28,overdue
41461,60,overdue
148789,55,overdue
186577,25,overdue
196557,85,overdue
198580,40,50,paid
97309,55,paid
54032,45,50,paid
146257,35,overdue
200380,23,overdue
76062,45,50,paid
2896,70,50,overdue
129391,70,overdue
121716,40,overdue
92025,25,overdue
60840,30,paid
99200,105,paid
146215,35,paid
195029,40,overdue
46902,65,paid
38867,45,overdue
153885,40,pending
29263,45,overdue
81706,35,paid
91060,80,paid
178771,60,paid
29284,40,paid
87171,55,overdue
195315,55,paid
116527,45,overdue
80287,50,overdue
71987,33,50,overdue
158015,50,50,overdue
137614,40,overdue
174012,50,paid
191898,50,pending
101279,25,overdue
172196,80,overdue
20273,65,paid
179947,40,overdue
134492,40,paid
185759,65,pending
58798,35,paid
130019,35,pending
84640,35,overdue
155640,45,paid
21326,45,50,overdue
155311,40,paid
200888,40,challenged
151685,90,overdue
45953,65,paid
183851,53,overdue
141605,38,overdue
194624,40,pending
62489,45,challenged
186599,60,overdue
143982,60,overdue
173345,60,paid
106557,35,challenged
176675,50,paid
155759,17,overdue
65949,45,overdue
193343,70,overdue
144283,65,overdue
26369,26,overdue
86190,24,overdue
97839,40,paid
35508,35,overdue
43929,45,50,paid
55424,60,overdue
43902,65,overdue
15797,25,overdue
146272,35,50,challenged
16758,35,overdue
187443,45,overdue
110119,75,50,overdue
130765,45,paid
128678,80,50,paid
59401,25,overdue
70174,55,overdue
171605,35,paid
98329,50,overdue
52239,25,50,paid
133672,55,overdue
30270,55,overdue
188311,55,50,challenged
48780,45,challenged
13276,50,50,overdue
104219,31,overdue
121897,55,overdue
25384,65,50,overdue
143189,70,overdue
1148,35,overdue
104676,70,challenged
197267,25,overdue
109302,40,50,overdue
69320,47,50,overdue
22015,50,overdue
117965,40,50,overdue
150508,60,paid
148833,41,overdue
195416,40,overdue
130526,45,challenged
142455,39,overdue
164,40,50,paid
117158,25,50,paid
140486,75,50,overdue
113618,45,overdue
192126,22,overdue
148352,36,overdue
89652,13,overdue
132538,35,overdue
52128,55,paid
4360,35,paid
96281,55,overdue
21223,95,50,paid
133033,40,challenged
196086,45,paid
23889,35,paid
140482,55,50,paid
89473,30,paid
54421,95,50,challenged
81535,55,paid
73143,48,overdue
193684,35,50,overdue
201839,95,overdue
71513,50,paid
70635,45,overdue
35421,45,overdue
137785,65,overdue
51048,55,50,overdue
7664,50,challenged
2086,30,overdue
120819,85,overdue
158573,75,overdue
14470,30,paid
118998,31,50,overdue
188362,35,paid
115653,40,50,overdue
193740,80,challenged
14008,45,paid
25745,55,challenged
195346,40,paid
115771,50,overdue
123748,55,overdue
150454,55,50,paid
66490,70,paid
19128,50,50,overdue
141143,35,overdue
115180,40,paid
136012,70,overdue
197546,28,overdue
154349,70,overdue
138501,40,paid
36813,16,overdue
20244,40,paid
44520,35,overdue
156339,75,pending
145206,30,overdue
22595,40,overdue
72075,50,overdue
178037,55,overdue
65083,60,paid
185860,50,pending
106450,55,overdue
188708,35,overdue
123567,30,challenged
127861,35,overdue
51260,35,overdue
113101,70,paid
80728,50,50,overdue
3835,45,paid
119854,21,overdue
39202,30,overdue
29237,45,50,overdue
164426,40,50,challenged
135523,70,paid
118749,35,paid
116648,45,50,overdue
60829,45,paid
69676,40,paid
99852,35,50,overdue
133009,85,overdue
57077,40,overdue
1186,58,overdue
162548,70,overdue
96126,45,overdue
83290,25,overdue
29602,65,paid
147786,35,paid
57553,32,overdue
62969,57,50,overdue
115828,40,50,overdue
44491,60,overdue
46246,47,overdue
84215,50,paid
18775,25,50,paid
38515,38,overdue
91886,67,overdue
15562,80,50,overdue
98868,80,50,challenged
76472,60,paid
6158,65,overdue
140634,45,paid
44478,50,50,paid
63301,65,overdue
50079,50,overdue
58202,19,overdue
189272,36,50,overdue
112394,50,paid
507,40,overdue
113982,65,50,overdue
199919,40,overdue
188899,55,overdue
44497,25,overdue
106320,75,paid
161161,40,overdue
188288,105,challenged
187170,30,overdue
53747,55,overdue
77099,35,paid
107307,45,overdue
160030,60,pending
6500,43,overdue
36990,60,50,paid
79452,45,50,overdue
133991,40,overdue
87566,60,50,overdue
180133,55,overdue
122362,65,50,challenged
98599,55,pending
128553,85,pending
80262,30,overdue
167995,40,overdue
24810,45,overdue
102766,45,overdue
3442,65,overdue
25869,55,paid
18192,50,overdue
122569,45,50,overdue
85239,50,paid
92967,65,paid
48049,50,50,paid
101636,45,50,paid
180955,29,50,overdue
122227,40,50,overdue
53949,45,50,overdue
160157,55,paid
33157,55,overdue
136768,34,overdue
174001,45,50,overdue
115572,80,overdue
199274,70,paid
173025,45,overdue
50170,30,50,pending
168257,35,paid
189925,65,50,overdue
30144,35,50,overdue
178091,40,paid
111542,70,challenged
68443,35,overdue
91991,50,overdue
181396,41,overdue
55087,60,challenged
105266,40,overdue
8581,55,50,overdue
181003,85,50,overdue
162156,60,challenged
137260,45,challenged
139052,45,overdue
182596,45,paid
23793,55,overdue
37131,45,challenged
57081,40,paid
46585,35,paid
103587,36,overdue
201641,55,pending
77611,34,50,overdue
145424,55,50,overdue
2949,55,paid
1095,40,50,overdue
118529,20,paid
120875,35,challenged
12242,33,overdue
149148,65,overdue
57073,40,overdue
87291,55,pending
6561,75,overdue
202008,31,50,overdue
62249,60,paid
187574,30,50,challenged
81837,23,50,overdue
129037,40,paid
180775,75,overdue
103186,34,50,overdue
53625,70,50,overdue
18263,45,50,overdue
131706,60,paid
105070,45,overdue
37298,45,paid
85795,20,50,paid
18452,40,50,paid
141220,90,overdue
136239,25,pending
7142,32,overdue
122095,45,paid
2080,65,paid
9536,50,paid
132024,35,overdue
26311,35,challenged
89579,46,overdue
66714,35,overdue
148381,65,50,paid
149690,32,overdue
102177,50,overdue
146461,65,challenged
176892,65,paid
49247,55,challenged
78922,80,paid
59082,55,overdue
140435,30,paid
116709,70,paid
96671,40,paid
111134,27,overdue
147653,55,50,overdue
63908,50,paid
164991,70,overdue
64646,46,50,overdue
134387,32,overdue
79164,30,paid
132666,75,50,overdue
69837,50,paid
94492,55,paid
43951,85,50,overdue
29959,40,50,pending
51834,27,overdue
125421,30,paid
82621,65,challenged
141998,100,50,paid
69231,70,overdue
198846,55,paid
57910,50,50,challenged
41784,35,challenged
19374,35,paid
66235,55,overdue
30493,40,50,paid
88188,40,overdue
145162,50,paid
48433,40,overdue
155161,35,overdue
164644,60,paid
198776,35,paid
49354,45,50,paid
34708,33,overdue
140504,65,overdue
109684,55,paid
109483,34,overdue
59472,34,overdue
87774,85,paid
14410,27,overdue
107371,45,overdue
154092,95,50,paid
122345,65,overdue
124300,40,50,overdue
156989,34,overdue
132315,40,overdue
52937,60,challenged
140104,55,overdue
146049,75,50,pending
113884,40,50,challenged
45039,65,overdue
144655,25,paid
199027,40,challenged
45538,25,overdue
146139,65,50,overdue
97611,40,paid
90858,30,50,challenged
198540,25,paid
16336,55,50,overdue
23479,33,50,overdue
164180,41,overdue
26976,55,overdue
182525,45,overdue
1140,45,50,overdue
98275,40,paid
101701,70,overdue
149015,60,pending
192770,40,50,overdue
101970,45,overdue
109138,27,overdue
52231,60,overdue
198902,27,50,overdue
2815,65,overdue
111279,45,paid
531,40,50,overdue
67155,30,overdue
141335,30,paid
188980,45,overdue
51519,70,paid
51571,40,overdue
18097,75,challenged
99514,30,paid
160502,70,overdue
159933,55,50,paid
158711,55,overdue
139282,45,overdue
130578,35,50,overdue
59911,44,50,overdue
36411,62,overdue
145659,55,overdue
55651,80,paid
115601,37,overdue
42686,20,paid
132639,50,overdue
122770,30,paid
189023,23,overdue
164879,27,overdue
67991,37,overdue
88408,55,challenged
85833,70,50,overdue
113902,50,overdue
149826,30,overdue
122685,20,overdue
105545,60,overdue
200922,50,overdue
160806,75,overdue
182872,60,50,paid
68229,40,50,overdue
160504,40,50,overdue
53201,65,overdue
18807,65,paid
41945,28,overdue
89233,50,overdue
129201,65,overdue
183064,30,overdue
113471,28,50,overdue
37584,20,50,overdue
122481,40,paid
11597,38,overdue
64222,45,paid
127965,105,overdue
84313,40,overdue
155198,35,overdue
143514,45,challenged
54597,35,overdue
95697,60,pending
79826,30,50,overdue
45399,45,50,overdue
174666,38,overdue
173531,50,50,paid
5295,21,overdue
117519,60,50,paid
8398,32,50,overdue
140988,55,paid
202240,55,pending
24497,21,50,overdue
86228,55,overdue
73144,55,paid
75690,65,paid
50654,50,pending
172969,80,50,paid
115100,60,paid
94913,45,overdue
28528,60,paid
136765,45,50,paid
98080,65,paid
136426,80,overdue
194815,65,50,paid
53940,50,pending
148473,36,overdue
145927,75,50,paid
16234,65,paid
156943,45,paid
166132,45,paid
92994,35,paid
159017,55,paid
40902,25,overdue
131006,50,challenged
116838,65,paid
39139,30,50,paid
35640,45,50,overdue
40961,50,challenged
32758,55,pending
39662,25,paid
24668,40,overdue
129678,40,overdue
55146,40,50,paid
85096,55,paid
150309,50,overdue
6378,45,50,overdue
91066,35,paid
116073,45,overdue
156489,85,overdue
17647,65,50,challenged
2216,45,paid
160952,60,paid
17977,35,overdue
12130,33,overdue
173259,24,overdue
25436,14,overdue
121408,60,paid
89315,55,paid
30389,45,paid
6104,40,overdue
88338,30,overdue
184143,30,overdue
33349,45,paid
4015,55,pending
123201,35,paid
56861,40,50,paid
171470,40,paid
22702,85,overdue
58797,50,overdue
62344,50,50,paid
118468,25,50,overdue
22316,40,50,overdue
190332,21,50,overdue
69169,45,paid
189593,45,overdue
79598,40,overdue
65215,45,50,challenged
52814,55,50,paid
80168,25,overdue
54427,70,challenged
92036,40,challenged
142920,35,paid
715,50,paid
79423,50,paid
178727,49,overdue
17137,50,overdue
74627,40,50,overdue
8933,40,50,overdue
135627,10,paid
77160,60,50,challenged
72339,40,overdue
11742,50,overdue
125260,45,50,pending
87620,40,50,overdue
174981,30,paid
91397,40,50,overdue
44253,55,50,pending
48742,65,paid
11364,40,50,paid
9332,35,paid
112425,52,overdue
5167,39,50,overdue
19796,60,50,overdue
173933,30,overdue
71178,40,paid
170864,50,challenged
56816,18,overdue
172131,65,overdue
72195,60,paid
140806,35,50,overdue
125606,45,overdue
9933,42,overdue
201235,32,50,overdue
18510,40,50,overdue
78554,30,overdue
50016,50,overdue
73359,50,paid
182180,18,overdue
32214,16,overdue
171608,50,pending
190165,60,paid
127348,35,pending
124970,55,overdue
81762,55,overdue
152784,45,challenged
516,55,paid
196889,45,paid
176913,55,overdue
168177,15,overdue
38630,60,paid
98186,34,overdue
26981,30,paid
49886,30,challenged
111813,65,paid
16511,70,overdue
16454,30,paid
50843,60,50,overdue
74021,39,50,overdue
11801,55,50,challenged
86079,85,pending
132592,35,pending
127354,49,overdue
181473,45,paid
187454,25,overdue
91999,25,pending
197562,30,challenged
85647,65,paid
157841,24,overdue
150910,24,50,overdue
169504,55,paid
155593,45,50,paid
177363,90,50,challenged
179669,35,overdue
113746,40,challenged
187051,45,challenged
150606,60,overdue
7575,65,challenged
188807,80,paid
185543,30,50,overdue
60871,45,paid
25099,40,50,paid
176514,70,overdue
182446,50,50,overdue
127091,85,50,paid
183838,45,overdue
75909,45,paid
14268,41,50,overdue
50178,45,challenged
141216,45,overdue
87616,50,50,paid
148887,60,challenged
186693,50,overdue
105757,65,paid
148406,21,overdue
40056,35,overdue
148677,20,paid
48132,50,challenged
169368,60,overdue
198523,55,50,paid
118038,50,overdue
165307,45,overdue
80867,65,paid
17850,50,paid
145813,45,paid
172728,40,overdue
104777,27,overdue
152390,45,challenged
150436,40,50,paid
127428,43,overdue
144420,45,paid
66693,60,50,paid
30863,40,paid
140481,45,challenged
13305,50,paid
172593,55,50,overdue
160696,35,pending
51259,35,overdue
195431,90,challenged
169275,75,overdue
44102,60,paid
189491,35,paid
202018,55,overdue
167811,70,paid
155522,40,overdue
180802,25,paid
195775,45,challenged
189261,31,overdue
114314,22,overdue
30072,40,overdue
141079,40,challenged
67914,40,paid
148584,65,paid
43108,30,overdue
35129,65,50,overdue
199561,35,50,challenged
20193,55,50,paid
165151,55,overdue
69115,15,paid
173779,60,overdue
166265,90,paid
162078,20,50,overdue
8758,50,paid
102732,80,50,paid
166932,35,paid
74669,50,overdue
157396,36,overdue
152526,60,50,paid
93099,49,50,overdue
49876,50,paid
104621,55,50,challenged
187812,40,overdue
27132,50,paid
26259,25,overdue
152660,60,paid
164736,50,paid
12578,40,overdue
81946,25,paid
180930,55,pending
100365,65,paid
156877,60,overdue
82058,45,overdue
61325,28,overdue
66363,30,50,overdue
49617,45,paid
148523,55,paid
189245,65,overdue
29351,105,challenged
151424,65,overdue
53161,35,challenged
196090,45,overdue
174140,24,overdue
26128,25,challenged
57440,60,50,paid
29856,50,overdue
160161,60,50,overdue
35866,36,50,overdue
55691,40,50,pending
27091,55,paid
56494,40,50,paid
192591,22,50,overdue
70432,70,paid
92955,55,50,overdue
53434,50,overdue
161095,55,overdue
100219,65,50,overdue
115631,15,paid
108709,55,overdue
42221,45,50,paid
80554,22,50,overdue
59036,45,paid
190648,27,50,overdue
87893,45,paid
40986,45,paid
9311,60,overdue
48126,40,paid
88399,55,50,paid
26020,60,paid
162750,30,overdue
169779,30,paid
115593,15,paid
86701,60,paid
146756,75,paid
109640,29,50,overdue
140459,25,challenged
8212,55,overdue
184948,47,50,overdue
118438,55,50,overdue
73604,55,paid
158315,30,paid
96162,70,50,overdue
57976,38,overdue
55242,40,overdue
119449,70,paid
55925,55,challenged
120601,50,paid
174494,60,paid
38538,25,paid
22936,45,overdue
95807,16,50,overdue
103902,40,overdue
129880,46,overdue
35566,45,paid
166358,45,overdue
95651,55,overdue
112863,70,50,overdue
98328,20,overdue
199036,55,overdue
196551,45,50,overdue
50510,30,overdue
133276,50,overdue
60181,50,overdue
53902,22,overdue
105217,45,paid
23272,72,overdue
33327,45,overdue
166423,25,paid
117433,50,paid
152391,55,overdue
158450,65,overdue
184953,45,paid
201315,60,50,overdue
87314,70,paid
100252,35,paid
189846,50,50,overdue
12744,30,overdue
104304,22,overdue
118181,40,overdue
38790,60,overdue
56141,90,paid
29475,40,paid
169270,40,challenged
81012,35,overdue
127819,20,challenged
125010,50,paid
93888,60,challenged
83697,36,50,overdue
43412,55,paid
57632,45,overdue
76020,30,paid
199358,40,paid
59668,60,50,paid
62806,45,challenged
86794,50,paid
109032,75,overdue
140347,60,50,overdue
55525,40,challenged
196336,70,pending
59087,26,overdue
40850,45,challenged
42501,50,50,overdue
200171,50,50,challenged
142634,25,50,challenged
33459,45,paid
14445,65,overdue
144501,60,paid
95222,65,overdue
69509,45,50,overdue
188425,19,overdue
131702,45,50,overdue
72495,50,50,overdue
105511,15,overdue
81905,18,overdue
52148,25,50,paid
135483,27,overdue
198665,45,paid
191686,55,overdue
62598,44,50,overdue
52803,33,overdue
49855,16,overdue
138724,30,overdue
190386,75,50,overdue
172647,85,paid
136047,15,overdue
46987,50,50,challenged
136110,35,paid
184375,60,challenged
109180,30,overdue
66595,20,paid
63108,47,50,overdue
153201,55,paid
114508,82,overdue
175230,30,paid
89974,65,overdue
185169,45,paid
64583,40,paid
150136,60,50,overdue
171,40,paid
178217,50,overdue
133302,30,paid
179565,40,overdue
157239,30,overdue
108184,25,50,overdue
61299,30,challenged
140280,30,overdue
77510,34,overdue
164222,40,overdue
104734,40,overdue
54627,50,50,paid
13815,40,challenged
49859,40,overdue
125761,30,overdue
22085,65,paid
123209,39,overdue
171679,75,50,challenged
90796,55,overdue
122678,50,paid
26747,55,paid
181430,35,50,overdue
128355,52,overdue
75031,45,overdue
23480,55,paid
171330,50,overdue
144222,40,pending
12786,75,overdue
56182,25,overdue
98710,39,overdue
91656,50,overdue
51811,32,50,overdue
12762,83,overdue
190573,55,50,paid
128979,30,overdue
163110,31,overdue
9968,45,overdue
144440,90,50,pending
169690,55,overdue
178451,25,paid
154271,40,50,overdue
29302,45,overdue
2666,80,overdue
115437,60,50,paid
13364,50,50,paid
120219,32,overdue
46472,20,overdue
20201,30,50,pending
134649,50,overdue
68080,22,overdue
183446,28,overdue
74859,40,paid
24508,45,paid
179074,45,overdue
82064,60,pending
77913,50,paid
35066,25,overdue
190477,40,overdue
26028,80,50,overdue
163964,25,paid
33126,45,paid
21643,45,overdue
37594,34,overdue
14800,50,50,overdue
37382,75,paid
88721,30,overdue
191273,30,paid
80149,60,paid
69424,60,50,overdue
26872,60,overdue
148800,40,overdue
1594,55,overdue
66531,35,overdue
96337,50,paid
186551,26,overdue
108513,47,50,overdue
194498,70,overdue
103389,56,overdue
163440,45,overdue
153099,43,overdue
21902,45,overdue
57549,35,challenged
12082,45,challenged
101995,15,pending
185720,45,paid
63055,55,50,paid
61365,30,challenged
165619,56,overdue
33934,45,paid
99860,38,overdue
100251,50,paid
102460,35,challenged
146113,50,challenged
157529,45,overdue
36490,50,overdue
103025,55,50,challenged
186847,35,paid
123029,30,overdue
164861,43,50,overdue
85184,90,paid
10799,90,overdue
19841,50,overdue
170941,45,overdue
40783,55,50,overdue
69910,70,50,paid
107086,40,overdue
172402,35,50,overdue
99040,57,overdue
100162,55,overdue
47385,23,50,overdue
86505,55,50,paid
127308,35,overdue
57464,85,challenged
168878,60,overdue
197874,70,paid
72529,35,overdue
133920,30,pending
176985,60,paid
129036,40,50,overdue
69202,40,challenged
193241,65,overdue
81524,35,paid
31850,50,overdue
202333,65,overdue
166255,45,paid
68985,34,overdue
25620,40,overdue
2013,75,paid
153996,25,overdue
41723,39,50,overdue
58841,75,paid
48725,50,50,paid
539,30,paid
83219,35,overdue
85498,36,overdue
147632,55,overdue
195877,45,overdue
187073,65,challenged
118433,45,50,pending
35964,35,paid
201558,70,pending
157987,50,overdue
116719,25,overdue
3425,25,paid
149295,40,50,overdue
133898,50,50,paid
117731,20,overdue
119246,75,50,paid
111336,30,50,overdue
202252,45,paid
5830,33,50,overdue
49840,50,overdue
171806,40,50,pending
95064,35,paid
117766,35,paid
78817,55,challenged
128263,50,overdue
106919,50,overdue
170499,55,paid
197503,40,overdue
93732,85,overdue
65040,45,paid
96756,50,paid
23495,60,paid
144012,45,overdue
120541,25,overdue
82618,40,challenged
137425,40,paid
91987,30,paid
186366,22,overdue
46857,45,overdue
125744,45,50,pending
135965,50,paid
176551,55,50,paid
95936,45,paid
145601,40,paid
148245,40,challenged
118953,30,challenged
71516,45,challenged
97188,50,50,overdue
133059,75,50,paid
84568,95,challenged
97980,40,overdue
111902,65,paid
28972,70,overdue
109322,75,pending
12281,45,paid
154888,51,overdue
131033,30,50,challenged
96275,30,overdue
23794,50,paid
43815,55,overdue
25423,70,pending
177197,45,overdue
79295,90,paid
64923,40,paid
192038,75,pending
195477,70,overdue
49866,39,overdue
76958,21,50,overdue
13267,49,overdue
64119,15,paid
69271,75,overdue
30299,55,50,overdue
5406,25,overdue
119481,55,paid
162579,37,50,overdue
13461,45,paid
197914,20,pending
77915,45,50,overdue
105297,80,paid
8894,20,paid
37802,59,overdue
186018,45,overdue
132362,40,paid
