stop_id,officer_id,stop_date,driver_age,driver_sex,ticket
71831,A,2017-05-05,16.0,f,False
111905,D,2017-07-08,53.0,f,False
173838,C,2017-04-05,37.0,f,True
129831,D,2017-04-23,54.0,m,True
8030,B,2017-08-22,36.0,m,True
51923,B,2017-03-16,26.0,m,True
176209,A,2017-04-15,42.0,f,False
142365,D,2017-08-16,29.0,f,True
39399,D,2017-07-16,16.0,f,True
153383,D,2017-07-07,28.0,f,False
104846,C,2017-05-24,52.0,f,False
119684,C,2017-06-17,54.0,m,True
15080,D,2017-06-19,64.0,f,False
76449,A,2017-04-17,16.0,f,True
3930,E,2017-03-19,49.0,f,False
134304,C,2017-04-02,28.0,m,True
104081,C,2017-07-29,68.0,m,False
179791,E,2017-05-09,16.0,m,True
80931,C,2017-05-10,43.0,m,False
34384,C,2017-08-18,16.0,f,True
113931,A,2017-04-29,24.0,f,True
32996,D,2017-06-03,42.0,m,True
164692,D,2017-08-09,44.0,m,True
156670,E,2017-05-14,22.0,f,True
91008,E,2017-07-29,75.0,f,True
119414,B,2017-05-12,61.0,m,True
55306,B,2017-07-27,69.0,f,False
163439,B,2017-05-12,47.0,f,True
170145,C,2017-05-27,53.0,m,False
182239,E,2017-08-27,35.0,f,True
79896,E,2017-04-03,27.0,f,True
193483,E,2017-03-24,37.0,m,True
117570,A,2017-05-20,35.0,f,True
47547,E,2017-08-15,25.0,m,True
82178,B,2017-03-15,16.0,f,True
178522,B,2017-05-11,92.0,m,False
15357,E,2017-06-13,16.0,m,True
170012,E,2017-03-09,68.0,f,False
65140,A,2017-05-02,26.0,f,True
90318,C,2017-03-08,59.0,m,True
186446,C,2017-07-16,22.0,f,True
154517,E,2017-06-15,16.0,m,True
49997,C,2017-07-23,88.0,f,False
97578,C,2017-08-07,35.0,f,False
107018,C,2017-05-15,16.0,m,True
84524,A,2017-05-23,53.0,f,True
170686,B,2017-04-15,75.0,f,True
19413,A,2017-06-16,26.0,f,False
130317,C,2017-08-13,24.0,m,True
136916,E,2017-08-12,37.0,f,True
174640,A,2017-04-01,62.0,m,True
85799,C,2017-07-02,61.0,f,True
125272,A,2017-08-07,20.0,m,False
42582,A,2017-06-07,16.0,f,True
111704,E,2017-05-22,51.0,m,True
155254,D,2017-07-22,27.0,m,True
50099,E,2017-05-25,82.0,f,True
187027,C,2017-05-06,49.0,m,False
125277,A,2017-08-22,16.0,f,True
54679,B,2017-06-24,36.0,m,True
120131,E,2017-04-26,19.0,m,True
187528,B,2017-03-02,16.0,f,True
127939,A,2017-04-26,43.0,m,False
52233,E,2017-03-21,16.0,m,False
57479,C,2017-06-22,26.0,m,False
109813,E,2017-08-02,16.0,f,True
160773,B,2017-04-06,23.0,m,True
46809,C,2017-05-14,52.0,m,True
1424,B,2017-08-11,39.0,f,False
6678,B,2017-06-08,61.0,f,True
102694,B,2017-07-12,43.0,f,True
65820,E,2017-08-11,61.0,m,True
11981,A,2017-04-17,21.0,m,False
113492,E,2017-05-26,52.0,m,True
58894,E,2017-06-16,40.0,m,True
197789,C,2017-08-27,48.0,f,True
159161,E,2017-07-16,26.0,f,True
171148,D,2017-06-06,16.0,m,True
173591,D,2017-04-04,16.0,f,True
166756,D,2017-06-25,16.0,m,True
143487,D,2017-04-14,19.0,m,True
54139,A,2017-08-23,50.0,f,False
146526,B,2017-08-04,62.0,m,True
51197,E,2017-08-14,19.0,m,True
110801,C,2017-05-17,48.0,f,True
92554,C,2017-05-02,21.0,f,True
188257,C,2017-03-11,16.0,f,False
174440,E,2017-05-12,52.0,m,False
69156,B,2017-08-08,16.0,f,True
126945,E,2017-03-22,41.0,m,True
187470,E,2017-08-01,42.0,m,False
99552,E,2017-04-15,27.0,f,False
116691,A,2017-07-26,39.0,f,True
143652,C,2017-04-02,28.0,m,True
114499,A,2017-08-02,54.0,m,False
161949,A,2017-03-15,25.0,m,True
41090,C,2017-04-07,17.0,m,True
38990,D,2017-06-08,26.0,f,True
49424,E,2017-07-04,32.0,f,True
52527,E,2017-05-13,16.0,f,False
53523,A,2017-04-22,16.0,m,True
95955,C,2017-07-06,19.0,m,True
43945,A,2017-04-28,16.0,m,True
19338,B,2017-05-15,48.0,f,True
25874,A,2017-06-24,75.0,m,False
62129,B,2017-05-17,17.0,m,True
198794,C,2017-05-11,16.0,m,False
109541,B,2017-08-24,16.0,m,True
6537,B,2017-07-20,23.0,f,True
159087,C,2017-04-16,25.0,m,True
74320,B,2017-08-20,16.0,f,True
174668,C,2017-04-28,42.0,f,True
58590,E,2017-04-08,16.0,f,False
19296,E,2017-05-01,50.0,f,False
185943,E,2017-07-13,16.0,f,True
147649,B,2017-03-26,32.0,m,True
71710,E,2017-03-07,79.0,m,True
109553,C,2017-05-04,37.0,m,False
79514,C,2017-08-19,29.0,f,True
172903,B,2017-08-05,75.0,m,True
7761,A,2017-07-05,64.0,f,False
12205,E,2017-06-18,16.0,f,True
72877,C,2017-05-08,54.0,m,False
78424,B,2017-07-24,16.0,m,True
171691,E,2017-07-08,27.0,m,True
201478,E,2017-03-07,42.0,f,True
4169,E,2017-04-20,16.0,f,False
166808,A,2017-05-18,16.0,f,True
114092,E,2017-08-11,21.0,m,False
88404,B,2017-03-24,73.0,f,True
112454,C,2017-07-07,39.0,m,False
151581,A,2017-06-04,43.0,f,False
146866,A,2017-04-23,40.0,f,True
182007,A,2017-04-22,16.0,f,True
181092,D,2017-07-12,40.0,f,True
63385,D,2017-07-07,16.0,f,True
49563,D,2017-06-19,56.0,f,True
36686,A,2017-08-12,16.0,m,True
107390,A,2017-04-08,16.0,f,True
42014,A,2017-08-06,42.0,m,True
191988,D,2017-03-10,64.0,f,True
169180,A,2017-04-04,16.0,m,False
135810,D,2017-05-23,16.0,f,False
180380,C,2017-07-22,43.0,m,True
123626,A,2017-08-24,41.0,f,True
173963,D,2017-06-20,21.0,f,False
181924,C,2017-05-01,49.0,f,True
4398,E,2017-05-22,16.0,m,False
76475,C,2017-04-05,38.0,m,False
186219,B,2017-06-01,36.0,f,False
114202,C,2017-08-13,22.0,f,False
178858,A,2017-07-24,16.0,f,False
137941,E,2017-04-07,60.0,f,True
126506,C,2017-04-10,35.0,f,False
163797,A,2017-07-28,17.0,f,True
72556,A,2017-08-13,31.0,m,True
2514,A,2017-07-14,44.0,m,False
108462,E,2017-05-17,68.0,m,False
66198,D,2017-06-09,16.0,m,True
128323,C,2017-05-18,44.0,m,True
164267,C,2017-03-13,76.0,m,True
123281,C,2017-07-11,26.0,m,True
16492,E,2017-05-06,16.0,m,True
3863,E,2017-06-02,34.0,f,True
94192,A,2017-07-29,41.0,m,False
6844,A,2017-06-15,34.0,f,True
123540,C,2017-05-15,50.0,f,True
183492,D,2017-07-10,21.0,m,True
35883,A,2017-03-20,16.0,m,True
73081,B,2017-06-25,24.0,f,True
76612,D,2017-08-24,16.0,f,False
96804,C,2017-08-21,43.0,m,True
109020,B,2017-03-14,63.0,m,False
197853,C,2017-07-14,32.0,f,True
155258,E,2017-04-23,67.0,f,False
104002,B,2017-05-09,22.0,m,True
100550,A,2017-06-21,33.0,f,True
82442,D,2017-07-10,40.0,m,False
174074,D,2017-08-22,52.0,f,False
166695,E,2017-08-12,53.0,m,False
14334,C,2017-03-10,27.0,m,True
187199,C,2017-04-22,26.0,f,False
166125,A,2017-08-16,38.0,f,False
48803,C,2017-05-13,41.0,m,False
130854,E,2017-08-27,40.0,m,False
142317,C,2017-05-28,16.0,m,True
109777,A,2017-05-04,71.0,f,False
9153,A,2017-04-03,21.0,f,False
115032,D,2017-03-11,16.0,m,True
168979,C,2017-08-27,21.0,f,True
31063,E,2017-04-06,47.0,f,True
156268,E,2017-04-01,23.0,f,True
56060,B,2017-06-18,22.0,f,False
35754,A,2017-04-05,16.0,m,True
106507,C,2017-04-14,16.0,f,True
19578,C,2017-07-19,26.0,m,False
201780,E,2017-07-21,17.0,m,True
158641,E,2017-05-10,16.0,m,True
43576,C,2017-04-14,31.0,f,True
62767,C,2017-04-18,16.0,m,True
82910,E,2017-04-20,43.0,f,False
109638,A,2017-03-26,16.0,m,True
152062,E,2017-06-28,22.0,f,True
131385,A,2017-04-24,21.0,m,False
201955,D,2017-05-28,48.0,f,False
194506,A,2017-08-27,20.0,f,False
1002,A,2017-03-20,47.0,m,True
199427,E,2017-06-11,42.0,f,False
25321,D,2017-08-28,26.0,f,True
184312,D,2017-06-26,41.0,m,True
24832,A,2017-05-09,35.0,f,False
130733,D,2017-06-19,21.0,m,True
195992,B,2017-04-13,50.0,m,False
83470,E,2017-06-09,79.0,f,False
119854,A,2017-08-10,16.0,f,True
83536,B,2017-06-23,40.0,f,False
20273,A,2017-04-09,47.0,f,True
190483,A,2017-06-19,51.0,m,True
124380,B,2017-08-19,48.0,f,False
115201,B,2017-07-18,30.0,f,True
35286,E,2017-06-16,58.0,f,True
156521,C,2017-04-26,52.0,f,True
31676,C,2017-08-22,49.0,m,False
29178,A,2017-07-17,52.0,f,False
6169,E,2017-07-23,28.0,m,True
154523,C,2017-04-17,19.0,f,False
131525,D,2017-03-16,37.0,f,True
124372,A,2017-05-14,16.0,m,False
16948,D,2017-07-06,67.0,m,False
158018,E,2017-05-24,58.0,f,True
175125,A,2017-05-19,35.0,m,False
155260,C,2017-06-12,40.0,f,False
180656,B,2017-08-08,34.0,f,True
153292,E,2017-05-22,55.0,m,True
199913,E,2017-04-21,44.0,m,True
25855,C,2017-06-01,16.0,f,True
144651,B,2017-07-10,35.0,m,False
30583,A,2017-08-23,35.0,m,True
5654,A,2017-03-19,44.0,m,True
112391,C,2017-03-09,24.0,m,True
88099,C,2017-03-18,26.0,f,True
170843,A,2017-04-01,47.0,f,True
129375,E,2017-08-28,40.0,m,False
91056,D,2017-03-29,18.0,m,True
85287,E,2017-04-27,49.0,m,False
16502,C,2017-03-24,16.0,f,True
85475,C,2017-05-11,23.0,f,True
190349,E,2017-03-10,19.0,m,True
185055,D,2017-05-01,74.0,m,False
75725,A,2017-03-06,18.0,m,True
88646,A,2017-06-12,52.0,m,False
116469,C,2017-03-09,23.0,f,False
197719,B,2017-03-29,16.0,m,True
195734,E,2017-03-28,30.0,f,True
12335,E,2017-06-04,36.0,f,True
27876,C,2017-03-24,34.0,m,False
139813,E,2017-03-06,16.0,m,True
85016,C,2017-07-26,53.0,m,False
14718,E,2017-08-19,41.0,m,True
36637,C,2017-06-09,21.0,m,True
200156,B,2017-05-14,24.0,m,True
50303,C,2017-07-04,16.0,f,True
60346,C,2017-06-11,56.0,f,True
129387,E,2017-05-01,38.0,f,False
84613,B,2017-03-25,22.0,m,True
21237,C,2017-08-01,50.0,m,True
32014,D,2017-08-01,16.0,m,True
25060,E,2017-06-11,55.0,m,True
198698,B,2017-03-23,54.0,m,True
115435,B,2017-07-22,32.0,f,True
92450,E,2017-04-05,31.0,f,False
76147,C,2017-03-15,26.0,f,False
41651,C,2017-05-07,16.0,m,True
145551,A,2017-04-10,49.0,m,False
86371,C,2017-03-15,58.0,f,True
116990,E,2017-08-17,26.0,m,True
64760,E,2017-05-07,46.0,f,True
123744,B,2017-05-27,52.0,f,False
63755,A,2017-04-01,39.0,m,True
67306,B,2017-05-07,37.0,m,True
18654,C,2017-03-09,25.0,f,True
130876,E,2017-05-23,51.0,f,False
124835,E,2017-03-20,43.0,m,False
95915,E,2017-03-26,39.0,f,False
100696,B,2017-04-29,24.0,m,True
83007,B,2017-04-19,18.0,f,True
54661,A,2017-05-08,53.0,f,False
165143,C,2017-04-14,29.0,f,True
76610,E,2017-07-25,22.0,f,False
123252,C,2017-05-29,48.0,f,True
196740,B,2017-06-23,16.0,m,True
115398,D,2017-06-18,24.0,m,True
128472,D,2017-07-23,94.0,f,False
168158,E,2017-06-04,76.0,m,True
8862,C,2017-06-03,32.0,f,False
71905,E,2017-05-24,28.0,f,True
180818,B,2017-07-16,16.0,m,True
126461,A,2017-06-17,21.0,m,True
112732,A,2017-07-03,42.0,f,True
157901,C,2017-06-25,29.0,m,False
179887,A,2017-06-22,30.0,f,False
33041,C,2017-04-05,16.0,m,True
84607,A,2017-05-26,28.0,f,False
168871,B,2017-03-27,46.0,f,True
136855,D,2017-07-06,31.0,f,False
42377,D,2017-08-28,54.0,f,True
24565,A,2017-07-14,16.0,f,False
191404,A,2017-03-25,21.0,f,True
33542,E,2017-04-25,16.0,m,False
188939,D,2017-03-18,43.0,f,True
143492,A,2017-04-26,64.0,f,False
71661,B,2017-07-14,31.0,m,False
58068,D,2017-06-18,16.0,m,True
139523,A,2017-03-06,23.0,m,True
41016,C,2017-06-04,32.0,m,True
161105,A,2017-05-14,32.0,m,True
194214,E,2017-08-22,16.0,f,True
201434,C,2017-06-04,37.0,f,True
189250,E,2017-03-22,16.0,f,True
151742,B,2017-05-26,29.0,f,True
92375,C,2017-08-15,27.0,m,False
33450,B,2017-05-14,21.0,f,True
15295,E,2017-03-06,16.0,f,True
11686,D,2017-04-28,52.0,f,False
9738,A,2017-04-02,53.0,m,True
196524,C,2017-06-13,16.0,f,True
196223,E,2017-06-16,16.0,f,True
105474,E,2017-05-03,62.0,m,False
63207,E,2017-04-21,44.0,f,True
90574,D,2017-07-05,16.0,f,True
185123,C,2017-06-18,42.0,m,True
92624,B,2017-07-16,30.0,f,False
38005,A,2017-04-14,16.0,m,True
200646,A,2017-07-22,42.0,m,False
22397,D,2017-04-22,26.0,f,False
149364,A,2017-04-18,30.0,m,False
128258,A,2017-03-05,24.0,m,True
147177,D,2017-07-07,52.0,m,False
149495,C,2017-03-23,43.0,f,True
6198,E,2017-06-03,16.0,m,True
116815,C,2017-06-09,51.0,m,True
92553,B,2017-06-14,31.0,f,True
28692,C,2017-07-03,16.0,f,True
25791,D,2017-03-25,16.0,f,False
192635,B,2017-07-09,16.0,m,False
192613,A,2017-07-24,22.0,f,True
52961,A,2017-08-25,18.0,f,False
109684,C,2017-04-25,31.0,f,True
77086,C,2017-05-09,30.0,m,True
35882,E,2017-05-15,44.0,f,True
20973,D,2017-05-04,16.0,m,True
31061,B,2017-05-20,16.0,f,True
186643,E,2017-05-06,16.0,f,True
201406,D,2017-04-26,28.0,f,True
155162,B,2017-06-11,40.0,f,True
164333,C,2017-05-06,16.0,f,True
13852,A,2017-04-17,31.0,m,False
170864,C,2017-04-16,37.0,m,True
22423,A,2017-08-23,33.0,m,False
67175,E,2017-05-05,42.0,m,True
150834,E,2017-04-23,57.0,m,False
22509,D,2017-03-24,57.0,f,False
83432,B,2017-06-10,47.0,m,False
88077,D,2017-08-12,50.0,f,False
39644,B,2017-04-20,27.0,f,True
90017,B,2017-08-16,29.0,m,False
81289,D,2017-04-07,37.0,f,False
66050,A,2017-04-06,35.0,m,True
94430,E,2017-04-14,37.0,m,True
50707,E,2017-05-04,16.0,f,False
128975,E,2017-04-08,39.0,f,True
162463,B,2017-06-19,16.0,f,True
122733,E,2017-05-02,29.0,m,False
112192,C,2017-06-04,18.0,m,True
144518,E,2017-05-16,45.0,m,True
3685,D,2017-06-05,85.0,f,False
88348,A,2017-08-20,26.0,f,True
109714,A,2017-08-01,28.0,m,True
96420,B,2017-07-22,16.0,m,True
132407,B,2017-08-19,34.0,m,True
8830,A,2017-07-29,47.0,f,True
161000,E,2017-06-01,39.0,f,False
3064,B,2017-06-07,16.0,m,False
30848,B,2017-04-11,33.0,f,True
113651,B,2017-06-13,17.0,m,True
165548,B,2017-05-14,42.0,f,False
174436,A,2017-08-26,16.0,f,True
50859,C,2017-04-10,22.0,f,True
102551,A,2017-03-19,16.0,m,True
24325,D,2017-08-05,27.0,m,True
187689,D,2017-05-28,68.0,f,False
31333,C,2017-08-14,16.0,m,True
149235,D,2017-08-17,41.0,m,False
155058,B,2017-06-01,21.0,f,False
101769,A,2017-06-21,32.0,m,True
18836,C,2017-03-17,16.0,f,True
98288,E,2017-04-29,40.0,m,True
64964,B,2017-06-21,33.0,m,True
110016,C,2017-06-08,33.0,m,True
132657,C,2017-07-03,29.0,m,False
88921,C,2017-08-01,36.0,m,True
61991,A,2017-07-08,35.0,m,True
91060,A,2017-05-13,55.0,f,True
141401,E,2017-04-14,43.0,m,True
143754,B,2017-04-23,39.0,f,True
63378,E,2017-05-25,41.0,m,True
123449,A,2017-04-26,34.0,m,True
54194,C,2017-06-23,37.0,m,True
74076,B,2017-08-02,32.0,m,False
191563,E,2017-04-23,21.0,f,True
113272,E,2017-06-19,29.0,m,True
185975,A,2017-04-08,31.0,m,False
120949,B,2017-03-20,49.0,m,True
57655,D,2017-08-14,27.0,m,True
74191,B,2017-04-16,20.0,f,False
75962,A,2017-08-13,44.0,f,False
189357,E,2017-06-24,18.0,m,True
66536,C,2017-05-21,16.0,f,True
108974,A,2017-07-28,24.0,f,False
89297,C,2017-03-01,16.0,f,True
194087,E,2017-07-12,31.0,f,False
82715,C,2017-08-15,23.0,f,False
171617,C,2017-08-27,16.0,m,True
176230,B,2017-03-13,21.0,f,True
197946,B,2017-08-29,58.0,m,True
134457,A,2017-04-25,24.0,m,True
151647,D,2017-07-19,26.0,m,True
18489,B,2017-03-14,34.0,m,True
122401,A,2017-03-23,51.0,f,False
176210,C,2017-07-10,53.0,m,False
148319,A,2017-05-20,31.0,m,True
120653,B,2017-06-25,18.0,f,True
112086,A,2017-06-01,32.0,m,True
42395,A,2017-08-18,54.0,m,True
20716,D,2017-05-26,54.0,m,False
34395,A,2017-03-27,31.0,f,True
24227,B,2017-03-19,20.0,m,True
121938,A,2017-03-07,16.0,f,True
107435,D,2017-07-23,38.0,f,True
135271,D,2017-08-05,44.0,f,True
71858,D,2017-04-21,29.0,f,False
142279,E,2017-04-10,26.0,f,True
104580,A,2017-07-23,16.0,f,False
166779,B,2017-08-19,16.0,f,False
168002,A,2017-04-03,53.0,f,False
192616,A,2017-07-08,16.0,f,False
192814,A,2017-08-05,16.0,m,True
8745,C,2017-04-12,23.0,f,True
41123,B,2017-06-08,67.0,f,False
77474,E,2017-04-21,44.0,f,False
121230,B,2017-04-19,45.0,m,False
17907,B,2017-08-24,32.0,m,True
103184,D,2017-07-01,56.0,f,True
103649,B,2017-04-08,19.0,m,True
96596,A,2017-05-27,25.0,f,False
21619,B,2017-05-16,39.0,m,False
104465,A,2017-06-05,16.0,m,True
144337,B,2017-06-14,66.0,m,True
155940,D,2017-03-23,17.0,f,True
114762,D,2017-06-16,16.0,m,True
19675,D,2017-05-21,23.0,m,True
72119,D,2017-03-22,44.0,m,False
162931,D,2017-03-03,16.0,m,True
179737,C,2017-08-20,36.0,m,True
158135,B,2017-07-04,32.0,m,False
28284,B,2017-04-03,45.0,m,True
73184,C,2017-08-16,31.0,f,True
48733,E,2017-05-05,33.0,f,False
139601,D,2017-08-24,80.0,f,False
201632,D,2017-08-08,25.0,m,False
60928,A,2017-06-27,32.0,f,True
110761,D,2017-04-05,37.0,m,True
71841,A,2017-04-08,17.0,m,True
72775,A,2017-05-03,40.0,m,True
28233,A,2017-07-25,50.0,m,False
1111,A,2017-08-07,23.0,m,True
170830,B,2017-05-27,16.0,f,True
58603,E,2017-04-15,44.0,m,True
155194,A,2017-08-16,56.0,m,False
175504,B,2017-08-04,16.0,f,True
43246,D,2017-04-14,29.0,m,True
164452,A,2017-03-01,48.0,m,False
12083,A,2017-08-26,50.0,f,True
137886,E,2017-08-02,30.0,f,True
59696,D,2017-03-28,26.0,f,False
108185,C,2017-07-20,30.0,m,False
83798,E,2017-08-15,27.0,m,True
74175,A,2017-05-16,67.0,f,True
184782,A,2017-07-29,16.0,m,True
159432,D,2017-08-07,40.0,f,False
46768,A,2017-08-06,59.0,m,True
50833,A,2017-07-22,37.0,m,True
151377,B,2017-03-28,62.0,m,False
50594,A,2017-06-17,16.0,f,True
127996,D,2017-05-14,30.0,m,False
169275,D,2017-05-21,35.0,m,True
70627,D,2017-03-13,48.0,m,True
15356,B,2017-05-16,38.0,f,False
184732,C,2017-03-05,34.0,m,True
112564,E,2017-03-25,22.0,m,True
136098,E,2017-08-27,32.0,m,True
12672,A,2017-05-03,16.0,m,True
61475,A,2017-07-02,16.0,f,True
47983,A,2017-05-06,49.0,f,False
62062,E,2017-06-27,38.0,m,True
101593,E,2017-06-02,42.0,m,True
75749,C,2017-07-18,65.0,f,False
163861,B,2017-03-17,29.0,m,True
178633,C,2017-05-12,32.0,m,True
170273,D,2017-07-01,16.0,f,True
29523,A,2017-08-15,50.0,f,True
126502,C,2017-08-27,25.0,m,True
104761,E,2017-07-08,31.0,f,True
32234,B,2017-07-22,20.0,f,False
57785,A,2017-04-02,41.0,m,False
171893,B,2017-05-23,47.0,m,False
31072,C,2017-06-06,53.0,f,True
159270,A,2017-08-20,16.0,f,True
34399,C,2017-08-15,49.0,f,False
122559,C,2017-05-02,34.0,f,False
22313,B,2017-08-13,16.0,f,True
58315,A,2017-07-11,29.0,m,True
112407,E,2017-07-10,16.0,m,True
99003,C,2017-05-04,45.0,m,False
197196,D,2017-03-14,21.0,f,True
47655,E,2017-06-18,47.0,m,True
11331,E,2017-07-06,16.0,m,True
38139,D,2017-07-13,16.0,m,True
68371,D,2017-05-25,37.0,m,True
74698,A,2017-04-24,16.0,m,True
73093,E,2017-08-03,17.0,m,True
29774,B,2017-07-18,29.0,f,True
103323,A,2017-06-03,46.0,f,True
163538,A,2017-07-07,40.0,m,False
8155,B,2017-05-20,40.0,m,True
13989,A,2017-04-29,33.0,f,True
169441,B,2017-06-18,16.0,f,False
131316,D,2017-04-01,65.0,m,False
182204,B,2017-04-22,42.0,m,False
56406,A,2017-05-06,35.0,m,False
98066,D,2017-05-02,52.0,m,True
65296,E,2017-06-01,49.0,f,True
19745,B,2017-03-27,25.0,m,True
19470,B,2017-08-25,18.0,f,True
60506,E,2017-05-21,47.0,f,False
162498,A,2017-07-05,48.0,m,True
69079,E,2017-03-02,36.0,f,False
112723,E,2017-06-05,65.0,m,True
119264,C,2017-03-20,45.0,m,True
166133,A,2017-03-04,27.0,m,True
82021,A,2017-08-24,16.0,m,True
46996,C,2017-07-09,16.0,m,True
29916,D,2017-07-21,49.0,f,True
181643,B,2017-07-12,38.0,f,False
101163,E,2017-07-05,27.0,f,True
94138,B,2017-03-25,16.0,f,False
180827,E,2017-03-15,63.0,m,True
111017,E,2017-07-12,16.0,f,False
46569,D,2017-06-22,55.0,f,True
170314,A,2017-05-15,51.0,f,True
198807,B,2017-04-21,49.0,f,False
144006,C,2017-05-04,16.0,m,False
121934,D,2017-04-06,60.0,m,True
110442,D,2017-06-20,30.0,f,True
55657,D,2017-05-03,25.0,f,False
137191,D,2017-06-22,39.0,f,True
179628,C,2017-03-25,29.0,m,True
149825,E,2017-03-27,36.0,m,True
22557,C,2017-03-03,59.0,f,True
100591,C,2017-06-16,16.0,m,True
19223,B,2017-06-05,16.0,f,False
27269,C,2017-08-08,39.0,f,True
103140,A,2017-06-28,37.0,f,True
40535,C,2017-04-27,52.0,m,False
194261,B,2017-05-24,16.0,m,True
167947,A,2017-06-05,16.0,f,True
68724,A,2017-04-11,37.0,m,False
45922,B,2017-07-13,32.0,m,True
150755,D,2017-03-12,16.0,f,True
151197,D,2017-04-13,39.0,f,True
100567,B,2017-05-17,59.0,f,False
10385,D,2017-04-29,31.0,m,True
101804,C,2017-03-05,18.0,m,True
39242,A,2017-08-15,28.0,m,True
175616,C,2017-08-05,44.0,f,False
106467,C,2017-03-23,53.0,f,True
171961,E,2017-08-05,26.0,f,True
99665,C,2017-06-08,16.0,m,True
19756,B,2017-06-01,55.0,m,True
80554,E,2017-05-03,18.0,m,True
194737,A,2017-03-08,16.0,f,False
24252,B,2017-05-18,37.0,f,True
129231,C,2017-04-22,19.0,f,False
187597,C,2017-03-10,16.0,f,False
149596,A,2017-08-11,16.0,m,False
59159,D,2017-03-28,41.0,f,False
58631,E,2017-05-12,26.0,f,True
80231,E,2017-03-08,39.0,f,False
84546,B,2017-05-21,71.0,m,True
121060,A,2017-08-17,79.0,f,False
66798,E,2017-05-15,52.0,m,False
36040,D,2017-04-15,57.0,f,False
149762,C,2017-04-06,19.0,f,True
60406,B,2017-07-22,34.0,m,False
19583,E,2017-08-09,32.0,f,True
158596,C,2017-07-13,16.0,m,True
2066,E,2017-03-23,16.0,m,True
128002,E,2017-07-12,89.0,m,False
66307,B,2017-08-08,34.0,f,False
20649,E,2017-08-07,30.0,f,True
107400,A,2017-05-20,36.0,f,True
156076,E,2017-04-11,46.0,m,True
119594,D,2017-07-16,45.0,m,True
171895,D,2017-03-10,25.0,f,False
63069,A,2017-08-28,57.0,f,False
72393,B,2017-04-06,32.0,f,True
60212,C,2017-07-17,16.0,f,True
26285,B,2017-07-16,24.0,m,True
175854,E,2017-03-18,19.0,m,True
37436,D,2017-03-20,53.0,m,True
190896,D,2017-08-03,16.0,f,True
118773,D,2017-07-11,16.0,m,True
159998,E,2017-04-13,33.0,m,True
102593,D,2017-05-23,17.0,f,False
156468,D,2017-06-27,30.0,f,False
111063,C,2017-06-03,28.0,m,True
202064,E,2017-04-29,44.0,f,True
127278,D,2017-04-15,66.0,m,False
34054,A,2017-08-26,16.0,f,False
99080,A,2017-06-19,35.0,m,False
169217,E,2017-07-12,28.0,f,False
181561,A,2017-04-28,38.0,m,True
33191,A,2017-05-25,38.0,m,True
187164,D,2017-05-23,33.0,m,True
81010,A,2017-08-11,16.0,f,False
180700,E,2017-03-22,52.0,m,True
78668,B,2017-08-25,46.0,f,False
38970,C,2017-08-24,44.0,f,False
164118,A,2017-07-25,19.0,m,True
105137,E,2017-03-14,25.0,m,False
180417,E,2017-04-01,41.0,f,False
143665,A,2017-03-26,86.0,m,False
87754,E,2017-05-14,34.0,m,True
15057,A,2017-06-08,16.0,m,True
149552,B,2017-06-28,23.0,m,True
87606,A,2017-03-01,28.0,f,False
158154,D,2017-04-09,31.0,f,False
198378,D,2017-05-10,37.0,m,False
113852,E,2017-05-26,47.0,f,False
30773,B,2017-07-04,72.0,m,True
104205,C,2017-07-28,16.0,m,True
174488,D,2017-06-25,65.0,f,False
136801,D,2017-05-22,16.0,f,True
37154,A,2017-03-19,29.0,m,False
21045,A,2017-08-07,49.0,f,False
70727,D,2017-06-27,32.0,f,False
198256,C,2017-03-23,48.0,m,False
56495,D,2017-07-16,17.0,f,True
18223,D,2017-06-26,16.0,f,True
169868,C,2017-08-25,44.0,f,False
171980,C,2017-07-07,22.0,m,False
151037,E,2017-06-07,42.0,f,True
9072,C,2017-08-29,17.0,f,True
181729,A,2017-03-15,16.0,f,False
194091,A,2017-06-24,16.0,f,True
98829,B,2017-06-06,34.0,f,False
92972,D,2017-05-23,45.0,m,True
200988,D,2017-07-06,66.0,f,False
34231,D,2017-03-17,41.0,m,False
184167,C,2017-03-18,19.0,m,True
15888,E,2017-06-15,18.0,m,True
129685,D,2017-07-25,39.0,f,False
9102,A,2017-08-19,24.0,m,True
153843,C,2017-04-01,35.0,f,False
71345,E,2017-07-15,16.0,m,True
132597,A,2017-03-25,63.0,f,False
103001,C,2017-06-04,16.0,f,True
140563,C,2017-06-13,16.0,m,True
93179,C,2017-05-18,33.0,m,True
65082,B,2017-07-13,40.0,m,True
42042,C,2017-04-24,35.0,f,False
139861,C,2017-03-17,37.0,f,True
42852,A,2017-03-07,34.0,m,True
175633,E,2017-05-04,39.0,m,False
104508,E,2017-03-13,16.0,f,True
83388,B,2017-06-05,28.0,m,True
13877,B,2017-04-26,46.0,m,True
70124,E,2017-05-24,40.0,f,True
156564,D,2017-08-25,31.0,m,False
6682,E,2017-08-21,25.0,m,False
129314,C,2017-06-18,61.0,m,False
175057,D,2017-08-01,35.0,f,True
105507,C,2017-07-14,40.0,f,True
25096,B,2017-08-05,67.0,f,True
115383,C,2017-05-10,61.0,f,True
7576,E,2017-05-15,21.0,f,False
52019,E,2017-07-04,34.0,m,True
58004,D,2017-04-07,17.0,m,False
